parcode,trial,fix_item,fix_time
0,186,2,366.000000
0,186,0,226.000000
0,187,3,151.000000
0,187,0,50.000000
0,187,1,254.000000
0,187,0,80.000000
0,187,2,354.000000
0,188,3,160.000000
0,188,0,48.000000
0,188,1,452.000000
0,188,0,82.000000
0,188,2,1092.000000
0,189,3,200.000000
0,189,0,50.000000
0,189,1,272.000000
0,189,0,84.000000
0,189,2,234.000000
0,189,0,28.000000
0,190,3,175.000000
0,190,0,54.000000
0,190,1,176.000000
0,190,0,80.000000
0,190,2,236.000000
0,190,0,80.000000
0,190,1,88.000000
0,191,3,167.000000
0,191,0,48.000000
0,191,1,430.000000
0,191,0,286.000000
0,191,2,372.000000
0,192,3,170.000000
0,192,0,50.000000
0,192,1,244.000000
0,192,0,80.000000
0,192,2,350.000000
0,192,0,78.000000
0,192,1,166.000000
0,193,3,187.000000
0,193,0,52.000000
0,193,1,306.000000
0,193,0,76.000000
0,193,2,448.000000
0,193,0,52.000000
0,193,3,46.000000
0,193,0,54.000000
0,193,1,106.000000
0,194,3,184.000000
0,194,0,50.000000
0,194,1,352.000000
0,194,0,74.000000
0,194,2,436.000000
0,194,0,78.000000
0,194,1,290.000000
0,195,3,195.000000
0,195,0,52.000000
0,195,1,364.000000
0,195,0,80.000000
0,195,2,348.000000
0,195,0,82.000000
0,195,1,70.000000
0,196,3,165.000000
0,196,0,50.000000
0,196,1,386.000000
0,196,0,78.000000
0,196,2,522.000000
0,197,3,163.000000
0,197,0,48.000000
0,197,1,238.000000
0,197,0,82.000000
0,197,2,592.000000
0,197,0,78.000000
0,197,1,476.000000
0,197,0,242.000000
0,197,2,610.000000
0,197,0,74.000000
0,197,1,634.000000
0,197,0,84.000000
0,197,2,236.000000
0,198,3,234.000000
0,198,0,50.000000
0,198,1,244.000000
0,198,0,82.000000
0,198,2,460.000000
0,198,0,228.000000
0,198,1,508.000000
0,199,3,165.000000
0,199,0,46.000000
0,199,1,248.000000
0,199,0,76.000000
0,199,2,384.000000
0,199,0,82.000000
0,199,1,214.000000
0,200,3,157.000000
0,200,0,344.000000
0,200,2,346.000000
0,201,3,180.000000
0,201,0,52.000000
0,201,1,258.000000
0,201,0,76.000000
0,201,2,360.000000
0,201,0,74.000000
0,201,1,174.000000
0,202,3,165.000000
0,202,0,48.000000
0,202,1,288.000000
0,202,0,78.000000
0,202,2,486.000000
0,203,3,147.000000
0,203,0,46.000000
0,203,1,332.000000
0,203,0,74.000000
0,203,2,284.000000
0,203,0,80.000000
0,203,1,128.000000
0,204,3,157.000000
0,204,0,48.000000
0,204,1,320.000000
0,204,0,76.000000
0,204,2,30.000000
0,205,3,161.000000
0,205,0,48.000000
0,205,1,242.000000
0,205,0,78.000000
0,205,2,518.000000
0,206,3,145.000000
0,206,0,46.000000
0,206,1,256.000000
0,206,0,76.000000
0,206,2,176.000000
0,206,0,574.000000
0,206,1,206.000000
0,206,0,64.000000
0,207,3,156.000000
0,207,0,46.000000
0,207,1,274.000000
0,207,0,74.000000
0,207,2,506.000000
0,208,3,161.000000
0,208,0,48.000000
0,208,1,244.000000
0,208,0,72.000000
0,208,2,486.000000
0,208,0,76.000000
0,208,1,418.000000
0,209,3,150.000000
0,209,0,50.000000
0,209,1,280.000000
0,209,0,78.000000
0,209,2,352.000000
0,210,3,158.000000
0,210,0,50.000000
0,210,1,220.000000
0,210,0,78.000000
0,210,2,318.000000
0,210,0,136.000000
0,211,3,163.000000
0,211,0,44.000000
0,211,1,266.000000
0,211,0,80.000000
0,211,2,310.000000
0,211,0,68.000000
0,212,3,175.000000
0,212,0,46.000000
0,212,1,224.000000
0,212,0,70.000000
0,212,2,528.000000
0,212,0,72.000000
0,212,1,274.000000
0,213,3,149.000000
0,213,0,46.000000
0,213,1,272.000000
0,213,0,78.000000
0,213,2,586.000000
0,214,3,157.000000
0,214,0,50.000000
0,214,1,272.000000
0,214,0,78.000000
0,214,2,358.000000
0,214,0,172.000000
0,214,1,72.000000
0,215,3,175.000000
0,215,0,48.000000
0,215,1,242.000000
0,215,0,80.000000
0,215,2,308.000000
0,215,0,74.000000
0,215,1,58.000000
0,216,3,159.000000
0,216,0,50.000000
0,216,1,314.000000
0,216,0,76.000000
0,216,2,388.000000
0,216,0,224.000000
0,216,1,60.000000
0,217,3,175.000000
0,217,0,48.000000
0,217,1,308.000000
0,217,0,72.000000
0,217,2,586.000000
0,218,3,144.000000
0,218,0,46.000000
0,218,1,338.000000
0,218,0,76.000000
0,218,2,406.000000
0,218,0,78.000000
0,218,1,424.000000
0,218,0,82.000000
0,218,2,38.000000
0,219,3,145.000000
0,219,0,48.000000
0,219,1,264.000000
0,219,0,70.000000
0,219,2,230.000000
0,219,0,376.000000
0,220,3,144.000000
0,220,0,48.000000
0,220,1,176.000000
0,220,0,68.000000
0,220,2,528.000000
0,221,3,167.000000
0,221,0,198.000000
0,221,1,176.000000
0,221,0,74.000000
0,221,2,578.000000
0,222,3,207.000000
0,222,0,50.000000
0,222,1,392.000000
0,222,0,84.000000
0,222,2,654.000000
0,223,3,174.000000
0,223,0,48.000000
0,223,2,364.000000
0,223,0,80.000000
0,223,1,486.000000
0,224,3,159.000000
0,224,0,48.000000
0,224,1,308.000000
0,224,0,72.000000
0,224,2,732.000000
0,225,3,227.000000
0,225,0,348.000000
0,225,2,492.000000
0,225,0,106.000000
0,226,3,165.000000
0,226,0,44.000000
0,226,1,378.000000
0,226,0,80.000000
0,226,2,156.000000
0,227,3,159.000000
0,227,0,46.000000
0,227,1,276.000000
0,227,0,74.000000
0,227,2,462.000000
0,228,3,159.000000
0,228,0,52.000000
0,228,1,310.000000
0,228,0,80.000000
0,228,2,402.000000
0,228,0,84.000000
0,228,1,34.000000
0,229,3,166.000000
0,229,0,56.000000
0,229,1,240.000000
0,229,0,84.000000
0,229,2,408.000000
0,230,3,181.000000
0,230,0,58.000000
0,230,1,314.000000
0,230,0,80.000000
0,230,2,414.000000
0,231,3,170.000000
0,231,0,54.000000
0,231,1,290.000000
0,231,0,80.000000
0,231,2,542.000000
0,231,0,82.000000
0,231,1,506.000000
0,231,0,116.000000
0,231,2,100.000000
0,232,3,179.000000
0,232,0,50.000000
0,232,1,398.000000
0,232,0,82.000000
0,232,2,394.000000
0,232,0,78.000000
0,232,1,36.000000
0,233,3,168.000000
0,233,0,48.000000
0,233,1,244.000000
0,233,0,78.000000
0,233,2,782.000000
0,233,0,78.000000
0,233,1,864.000000
0,234,3,167.000000
0,234,0,50.000000
0,234,1,310.000000
0,234,0,84.000000
0,234,2,412.000000
0,234,0,82.000000
0,234,1,138.000000
0,235,3,163.000000
0,235,0,54.000000
0,235,1,318.000000
0,235,0,84.000000
0,235,2,492.000000
0,236,3,161.000000
0,236,0,56.000000
0,236,1,394.000000
0,236,0,90.000000
0,236,2,262.000000
0,237,3,165.000000
0,237,0,52.000000
0,237,1,330.000000
0,237,0,80.000000
0,237,2,520.000000
0,238,3,169.000000
0,238,0,52.000000
0,238,1,266.000000
0,238,0,80.000000
0,238,2,438.000000
0,238,0,76.000000
0,238,1,182.000000
0,239,3,184.000000
0,239,0,52.000000
0,239,1,264.000000
0,239,0,88.000000
0,239,2,598.000000
0,240,3,169.000000
0,240,0,52.000000
0,240,1,256.000000
0,240,0,96.000000
0,240,2,424.000000
0,240,0,92.000000
0,241,3,191.000000
0,241,0,56.000000
0,241,1,238.000000
0,241,0,84.000000
0,241,2,486.000000
0,242,3,179.000000
0,242,0,48.000000
0,242,1,292.000000
0,242,0,78.000000
0,242,2,396.000000
0,242,0,174.000000
0,243,3,182.000000
0,243,0,52.000000
0,243,1,340.000000
0,243,0,104.000000
0,243,2,636.000000
0,243,0,80.000000
0,243,1,654.000000
0,244,3,198.000000
0,244,0,50.000000
0,244,1,266.000000
0,244,0,82.000000
0,244,2,400.000000
0,244,0,36.000000
0,245,3,252.000000
0,245,0,52.000000
0,245,2,326.000000
0,245,0,76.000000
0,245,1,590.000000
0,246,3,182.000000
0,246,0,56.000000
0,246,1,240.000000
0,246,0,80.000000
0,246,2,636.000000
0,247,3,160.000000
0,247,0,46.000000
0,247,1,60.000000
0,247,0,290.000000
0,247,2,678.000000
0,247,0,78.000000
0,247,1,470.000000
0,248,3,157.000000
0,248,0,54.000000
0,248,1,300.000000
0,248,0,82.000000
0,248,2,506.000000
0,248,0,78.000000
0,248,1,118.000000
0,249,3,243.000000
0,249,0,52.000000
0,249,1,252.000000
0,249,0,82.000000
0,249,2,312.000000
0,250,3,173.000000
0,250,0,54.000000
0,250,1,272.000000
0,250,0,76.000000
0,250,2,172.000000
0,250,0,242.000000
0,250,1,186.000000
0,251,3,244.000000
0,251,0,48.000000
0,251,1,382.000000
0,251,0,240.000000
0,252,3,187.000000
0,252,0,50.000000
0,252,1,318.000000
0,252,0,86.000000
0,252,2,406.000000
0,252,0,82.000000
0,252,1,132.000000
0,253,3,156.000000
0,253,0,52.000000
0,253,1,338.000000
0,253,0,92.000000
0,253,2,362.000000
0,253,0,254.000000
0,254,3,168.000000
0,254,0,52.000000
0,254,1,298.000000
0,254,0,86.000000
0,254,2,446.000000
0,254,0,84.000000
0,254,1,194.000000
0,255,3,149.000000
0,255,0,48.000000
0,255,1,278.000000
0,255,0,82.000000
0,255,2,168.000000
0,255,0,300.000000
0,256,3,167.000000
0,256,0,48.000000
0,256,1,404.000000
0,256,0,84.000000
0,256,2,328.000000
0,256,0,76.000000
0,256,1,156.000000
0,257,3,152.000000
0,257,0,44.000000
0,257,1,252.000000
0,257,0,80.000000
0,257,2,336.000000
0,257,0,76.000000
0,257,1,402.000000
0,258,3,154.000000
0,258,0,46.000000
0,258,1,264.000000
0,258,0,78.000000
0,258,2,474.000000
0,259,3,165.000000
0,259,0,48.000000
0,259,1,450.000000
0,259,0,86.000000
0,259,2,340.000000
0,259,0,78.000000
0,259,1,220.000000
0,260,3,173.000000
0,260,0,48.000000
0,260,1,220.000000
0,260,0,80.000000
0,260,2,298.000000
0,260,0,154.000000
0,261,3,169.000000
0,261,0,48.000000
0,261,1,334.000000
0,261,0,80.000000
0,261,2,324.000000
0,261,0,76.000000
0,261,1,154.000000
0,262,3,177.000000
0,262,0,484.000000
0,262,2,634.000000
0,263,3,175.000000
0,263,0,42.000000
0,263,1,396.000000
0,263,0,80.000000
0,263,2,286.000000
0,264,3,156.000000
0,264,0,46.000000
0,264,1,290.000000
0,264,0,76.000000
0,264,2,364.000000
0,264,0,180.000000
0,264,1,212.000000
0,265,3,209.000000
0,265,0,46.000000
0,265,1,372.000000
0,265,0,76.000000
0,265,2,324.000000
0,265,0,76.000000
0,265,1,34.000000
0,266,3,169.000000
0,266,0,48.000000
0,266,1,282.000000
0,266,0,320.000000
0,266,2,184.000000
0,266,0,80.000000
0,266,1,78.000000
0,267,3,156.000000
0,267,0,48.000000
0,267,1,268.000000
0,267,0,74.000000
0,267,2,142.000000
0,267,0,416.000000
0,267,1,122.000000
0,268,3,168.000000
0,268,0,48.000000
0,268,1,240.000000
0,268,0,106.000000
0,268,2,340.000000
0,268,0,72.000000
0,268,1,140.000000
0,269,3,158.000000
0,269,0,48.000000
0,269,1,226.000000
0,269,0,72.000000
0,269,2,508.000000
0,270,3,142.000000
0,270,0,48.000000
0,270,1,210.000000
0,270,0,72.000000
0,270,2,486.000000
0,271,3,166.000000
0,271,0,58.000000
0,271,1,484.000000
0,271,0,366.000000
0,272,3,172.000000
0,272,0,52.000000
0,272,1,308.000000
0,272,0,74.000000
0,272,2,182.000000
0,272,0,264.000000
0,273,3,234.000000
0,273,0,50.000000
0,273,1,316.000000
0,273,0,84.000000
0,273,2,522.000000
0,273,0,84.000000
0,273,1,268.000000
0,274,3,178.000000
0,274,0,52.000000
0,274,1,328.000000
0,274,0,90.000000
0,274,2,374.000000
0,274,0,82.000000
0,274,1,92.000000
0,275,3,156.000000
0,275,0,54.000000
0,275,1,586.000000
0,275,0,94.000000
0,275,2,828.000000
0,275,0,96.000000
0,275,1,496.000000
0,276,3,183.000000
0,276,0,52.000000
0,276,1,358.000000
0,276,0,88.000000
0,276,2,570.000000
0,277,3,161.000000
0,277,0,46.000000
0,277,1,398.000000
0,277,0,222.000000
0,277,2,280.000000
0,277,0,82.000000
0,277,1,78.000000
0,278,3,167.000000
0,278,0,48.000000
0,278,1,566.000000
0,278,0,80.000000
0,278,2,252.000000
0,279,3,166.000000
0,279,0,50.000000
0,279,1,244.000000
0,279,0,76.000000
0,279,2,434.000000
0,280,3,168.000000
0,280,0,52.000000
0,280,1,306.000000
0,280,0,82.000000
0,280,2,660.000000
0,281,3,155.000000
0,281,0,54.000000
0,281,1,300.000000
0,281,0,78.000000
0,281,2,348.000000
0,282,3,159.000000
0,282,0,52.000000
0,282,1,270.000000
0,282,0,82.000000
0,282,2,366.000000
0,282,0,86.000000
0,282,1,148.000000
0,283,3,164.000000
0,283,0,52.000000
0,283,1,292.000000
0,283,0,90.000000
0,283,2,382.000000
0,283,0,124.000000
0,284,3,180.000000
0,284,0,54.000000
0,284,1,272.000000
0,284,0,92.000000
0,284,2,470.000000
0,285,3,179.000000
0,285,0,48.000000
0,285,1,220.000000
0,285,0,72.000000
0,285,2,400.000000
0,285,0,74.000000
0,285,1,222.000000
0,286,3,166.000000
0,286,0,54.000000
0,286,1,476.000000
0,286,0,82.000000
0,286,2,804.000000
0,286,0,80.000000
0,286,1,514.000000
0,287,3,142.000000
0,287,0,44.000000
0,287,1,250.000000
0,287,0,78.000000
0,287,2,406.000000
0,287,0,178.000000
0,287,1,244.000000
0,288,3,150.000000
0,288,0,48.000000
0,288,1,268.000000
0,288,0,76.000000
0,288,2,612.000000
0,288,0,74.000000
0,288,1,224.000000
0,288,0,68.000000
0,289,3,166.000000
0,289,0,48.000000
0,289,1,216.000000
0,289,0,76.000000
0,289,2,388.000000
0,289,0,82.000000
0,289,1,180.000000
0,290,3,144.000000
0,290,0,52.000000
0,290,1,226.000000
0,290,0,72.000000
0,290,2,470.000000
0,290,0,76.000000
0,290,1,186.000000
0,291,3,164.000000
0,291,0,48.000000
0,291,1,256.000000
0,291,0,74.000000
0,291,2,246.000000
0,292,3,150.000000
0,292,0,50.000000
0,292,1,258.000000
0,292,0,78.000000
0,292,2,598.000000
0,293,3,155.000000
0,293,0,52.000000
0,293,1,294.000000
0,293,0,74.000000
0,293,2,386.000000
0,294,3,163.000000
0,294,0,46.000000
0,294,1,236.000000
0,294,0,82.000000
0,294,2,362.000000
0,294,0,132.000000
0,295,3,158.000000
0,295,0,48.000000
0,295,1,248.000000
0,295,0,74.000000
0,295,2,474.000000
0,295,0,188.000000
0,295,1,98.000000
0,296,3,213.000000
0,296,0,48.000000
0,296,1,302.000000
0,296,0,74.000000
0,296,2,502.000000
0,296,0,80.000000
0,296,1,890.000000
0,296,0,70.000000
0,296,2,242.000000
0,296,0,72.000000
0,297,3,150.000000
0,297,0,46.000000
0,297,1,314.000000
0,297,0,74.000000
0,297,2,438.000000
0,297,0,70.000000
0,297,1,402.000000
0,298,3,158.000000
0,298,0,48.000000
0,298,1,220.000000
0,298,0,70.000000
0,298,2,652.000000
0,299,3,161.000000
0,299,0,48.000000
0,299,1,268.000000
0,299,0,80.000000
0,299,2,352.000000
0,299,0,80.000000
0,299,1,82.000000
0,300,3,215.000000
0,300,0,58.000000
0,300,1,424.000000
0,300,0,84.000000
0,300,2,246.000000
0,301,3,172.000000
0,301,0,50.000000
0,301,1,250.000000
0,301,0,78.000000
0,301,2,872.000000
0,302,3,201.000000
0,302,0,46.000000
0,302,1,252.000000
0,302,0,72.000000
0,302,2,592.000000
0,303,3,341.000000
0,303,0,60.000000
0,303,2,576.000000
0,303,0,84.000000
0,303,1,286.000000
0,304,3,177.000000
0,304,0,54.000000
0,304,1,264.000000
0,304,0,78.000000
0,304,2,352.000000
0,305,3,260.000000
0,305,0,56.000000
0,305,2,354.000000
0,305,0,82.000000
0,305,1,362.000000
0,305,0,78.000000
0,306,3,176.000000
0,306,0,48.000000
0,306,1,210.000000
0,306,0,74.000000
0,306,2,444.000000
0,307,3,225.000000
0,307,0,52.000000
0,307,1,230.000000
0,307,0,76.000000
0,307,2,636.000000
0,307,0,76.000000
0,307,1,210.000000
0,308,3,175.000000
0,308,0,52.000000
0,308,1,232.000000
0,308,0,76.000000
0,308,2,550.000000
0,308,0,76.000000
0,308,1,504.000000
0,308,0,78.000000
0,308,2,92.000000
0,309,3,176.000000
0,309,0,56.000000
0,309,1,188.000000
0,309,0,80.000000
0,309,2,382.000000
0,310,3,181.000000
0,310,0,48.000000
0,310,1,190.000000
0,310,0,80.000000
0,310,2,288.000000
0,311,3,166.000000
0,311,0,46.000000
0,311,1,236.000000
0,311,0,66.000000
0,311,2,560.000000
0,311,0,78.000000
0,311,1,782.000000
0,312,3,170.000000
0,312,0,48.000000
0,312,1,230.000000
0,312,0,78.000000
0,312,2,424.000000
0,312,0,218.000000
0,312,1,236.000000
0,313,3,154.000000
0,313,0,52.000000
0,313,1,254.000000
0,313,0,74.000000
0,313,2,474.000000
0,314,3,163.000000
0,314,0,50.000000
0,314,1,310.000000
0,314,0,82.000000
0,314,2,734.000000
0,315,3,179.000000
0,315,0,48.000000
0,315,1,194.000000
0,315,0,78.000000
0,315,2,448.000000
0,315,0,78.000000
0,315,1,388.000000
0,316,3,172.000000
0,316,0,50.000000
0,316,1,244.000000
0,316,0,74.000000
0,316,2,522.000000
0,317,3,160.000000
0,317,0,48.000000
0,317,1,216.000000
0,317,0,76.000000
0,317,2,342.000000
0,317,0,76.000000
0,317,1,34.000000
0,318,3,159.000000
0,318,0,50.000000
0,318,1,220.000000
0,318,0,82.000000
0,318,2,744.000000
0,319,3,162.000000
0,319,0,48.000000
0,319,1,234.000000
0,319,0,82.000000
0,319,2,390.000000
0,319,0,80.000000
0,319,1,160.000000
0,320,3,184.000000
0,320,0,52.000000
0,320,1,340.000000
0,320,0,86.000000
0,320,2,546.000000
0,320,0,86.000000
0,320,1,84.000000
0,321,3,165.000000
0,321,0,48.000000
0,321,1,290.000000
0,321,0,88.000000
0,321,2,636.000000
0,322,3,164.000000
0,322,0,54.000000
0,322,1,360.000000
0,322,0,84.000000
0,322,2,590.000000
0,323,3,158.000000
0,323,0,52.000000
0,323,1,278.000000
0,323,0,82.000000
0,323,2,390.000000
0,324,3,175.000000
0,324,0,48.000000
0,324,1,278.000000
0,324,0,80.000000
0,324,2,714.000000
0,325,3,171.000000
0,325,0,52.000000
0,325,1,192.000000
0,325,0,82.000000
0,325,2,438.000000
0,325,0,78.000000
0,325,1,380.000000
0,326,3,156.000000
0,326,0,48.000000
0,326,1,222.000000
0,326,0,86.000000
0,326,2,410.000000
0,326,0,82.000000
0,326,1,198.000000
0,327,3,158.000000
0,327,0,50.000000
0,327,1,380.000000
0,327,0,86.000000
0,327,2,442.000000
0,327,0,78.000000
0,327,1,30.000000
0,328,3,312.000000
0,328,0,284.000000
0,328,2,522.000000
0,328,0,90.000000
0,328,1,384.000000
0,328,0,80.000000
0,328,2,68.000000
0,329,3,183.000000
0,329,0,54.000000
0,329,1,344.000000
0,329,0,78.000000
0,329,2,524.000000
0,329,0,82.000000
0,329,1,846.000000
0,330,3,193.000000
0,330,0,52.000000
0,330,1,304.000000
0,330,0,78.000000
0,330,2,1010.000000
0,331,3,179.000000
0,331,0,52.000000
0,331,1,248.000000
0,331,0,72.000000
0,331,2,456.000000
0,331,0,90.000000
0,331,1,378.000000
0,331,0,68.000000
0,332,3,187.000000
0,332,0,48.000000
0,332,1,304.000000
0,332,0,76.000000
0,332,2,562.000000
0,332,0,92.000000
0,332,1,766.000000
0,332,0,84.000000
0,332,2,832.000000
0,333,3,221.000000
0,333,0,54.000000
0,333,1,222.000000
0,333,0,84.000000
0,333,2,418.000000
0,334,3,215.000000
0,334,0,64.000000
0,334,2,348.000000
0,334,0,84.000000
0,334,1,454.000000
0,334,0,88.000000
0,334,2,570.000000
0,334,0,84.000000
0,334,1,300.000000
0,334,0,86.000000
0,334,2,34.000000
0,335,3,201.000000
0,335,0,58.000000
0,335,1,304.000000
0,335,0,82.000000
0,335,2,276.000000
0,335,0,88.000000
0,335,1,90.000000
0,336,3,171.000000
0,336,0,52.000000
0,336,1,334.000000
0,336,0,86.000000
0,336,2,318.000000
0,336,0,88.000000
0,336,1,118.000000
0,337,3,201.000000
0,337,0,62.000000
0,337,1,346.000000
0,337,0,84.000000
0,337,2,538.000000
0,337,0,64.000000
0,337,3,36.000000
0,338,3,199.000000
0,338,0,60.000000
0,338,1,264.000000
0,338,0,84.000000
0,338,2,456.000000
0,339,3,231.000000
0,339,0,48.000000
0,339,1,206.000000
0,339,0,76.000000
0,339,2,484.000000
0,339,0,60.000000
0,339,3,100.000000
0,340,3,223.000000
0,340,0,52.000000
0,340,1,238.000000
0,340,0,78.000000
0,340,2,392.000000
0,340,0,84.000000
0,340,1,200.000000
0,341,3,197.000000
0,341,0,56.000000
0,341,1,274.000000
0,341,0,76.000000
0,341,2,360.000000
0,341,0,84.000000
0,341,1,160.000000
0,342,3,231.000000
0,342,0,50.000000
0,342,1,232.000000
0,342,0,76.000000
0,342,2,534.000000
0,342,0,54.000000
0,342,3,74.000000
0,343,3,183.000000
0,343,0,58.000000
0,343,1,230.000000
0,343,0,80.000000
0,343,2,378.000000
0,343,0,80.000000
0,344,3,229.000000
0,344,0,66.000000
0,344,1,312.000000
0,344,0,80.000000
0,344,2,612.000000
0,345,3,225.000000
0,345,0,62.000000
0,345,2,392.000000
0,345,0,96.000000
0,345,1,136.000000
0,346,3,203.000000
0,346,0,54.000000
0,346,1,300.000000
0,346,0,88.000000
0,346,2,422.000000
0,346,0,132.000000
0,346,1,774.000000
0,347,3,177.000000
0,347,0,52.000000
0,347,1,248.000000
0,347,0,78.000000
0,347,2,446.000000
0,347,0,88.000000
0,347,1,94.000000
0,348,3,193.000000
0,348,0,58.000000
0,348,1,370.000000
0,348,0,82.000000
0,348,2,698.000000
0,349,3,209.000000
0,349,0,52.000000
0,349,2,318.000000
0,349,0,90.000000
0,349,1,586.000000
0,349,0,100.000000
0,349,2,756.000000
0,350,3,205.000000
0,350,0,62.000000
0,350,1,242.000000
0,350,0,80.000000
0,350,2,486.000000
0,350,0,90.000000
0,350,1,844.000000
0,350,0,138.000000
0,350,2,422.000000
0,351,3,197.000000
0,351,0,58.000000
0,351,1,296.000000
0,351,0,78.000000
0,351,2,478.000000
0,351,0,90.000000
0,351,1,198.000000
0,351,0,78.000000
0,351,2,244.000000
0,352,3,201.000000
0,352,0,54.000000
0,352,1,324.000000
0,352,0,82.000000
0,352,2,1142.000000
0,352,0,88.000000
0,352,1,1320.000000
0,353,3,191.000000
0,353,0,56.000000
0,353,1,282.000000
0,353,0,84.000000
0,353,2,498.000000
0,354,3,246.000000
0,354,0,54.000000
0,354,1,228.000000
0,354,0,84.000000
0,354,2,596.000000
0,355,3,225.000000
0,355,0,50.000000
0,355,2,426.000000
0,355,0,104.000000
0,355,1,320.000000
0,355,0,82.000000
0,355,2,314.000000
0,356,3,363.000000
0,356,0,76.000000
0,356,1,366.000000
0,356,0,82.000000
0,356,2,418.000000
0,356,0,82.000000
0,356,1,414.000000
0,356,0,82.000000
0,356,2,604.000000
0,357,3,171.000000
0,357,0,50.000000
0,357,1,300.000000
0,357,0,82.000000
0,357,2,896.000000
0,357,0,88.000000
0,357,1,984.000000
0,358,3,185.000000
0,358,0,50.000000
0,358,1,256.000000
0,358,0,78.000000
0,358,2,368.000000
0,358,0,82.000000
0,359,3,189.000000
0,359,0,54.000000
0,359,1,384.000000
0,359,0,82.000000
0,359,2,500.000000
0,359,0,80.000000
0,359,1,278.000000
0,360,3,232.000000
0,360,0,54.000000
0,360,1,208.000000
0,360,0,84.000000
0,360,2,544.000000
0,361,3,230.000000
0,361,0,52.000000
0,361,1,310.000000
0,361,0,82.000000
0,361,2,354.000000
0,361,0,102.000000
0,361,1,150.000000
0,361,0,30.000000
0,362,3,211.000000
0,362,0,52.000000
0,362,1,378.000000
0,362,0,90.000000
0,362,2,340.000000
0,362,0,88.000000
0,362,1,390.000000
0,363,3,193.000000
0,363,0,56.000000
0,363,1,224.000000
0,363,0,74.000000
0,363,2,604.000000
0,364,3,225.000000
0,364,0,208.000000
0,364,1,238.000000
0,364,0,84.000000
0,364,2,524.000000
0,364,0,82.000000
0,364,1,432.000000
0,364,0,80.000000
0,364,2,194.000000
0,365,3,193.000000
0,365,0,52.000000
0,365,1,206.000000
0,365,0,78.000000
0,365,2,546.000000
0,366,3,199.000000
0,366,0,50.000000
0,366,1,252.000000
0,366,0,82.000000
0,366,2,780.000000
0,367,3,197.000000
0,367,0,52.000000
0,367,1,356.000000
0,367,0,80.000000
0,367,2,376.000000
0,367,0,84.000000
0,367,1,90.000000
0,368,3,177.000000
0,368,0,50.000000
0,368,1,218.000000
0,368,0,74.000000
0,368,2,532.000000
0,368,0,82.000000
0,368,1,540.000000
0,368,0,52.000000
0,368,3,162.000000
0,369,3,197.000000
0,369,0,50.000000
0,369,1,488.000000
0,369,0,78.000000
0,369,2,244.000000
0,369,0,20.000000
0,370,3,167.000000
0,370,0,50.000000
0,370,1,372.000000
0,370,0,76.000000
0,370,2,256.000000
0,370,0,82.000000
0,371,3,173.000000
0,371,0,52.000000
0,371,1,330.000000
0,371,0,82.000000
0,371,2,466.000000
0,371,0,80.000000
0,371,1,470.000000
0,372,3,215.000000
0,372,0,50.000000
0,372,1,312.000000
0,372,0,80.000000
0,372,2,342.000000
0,372,0,80.000000
0,372,1,128.000000
0,373,3,179.000000
0,373,0,54.000000
0,373,1,234.000000
0,373,0,80.000000
0,373,2,374.000000
0,373,0,90.000000
0,374,3,197.000000
0,374,0,54.000000
0,374,1,204.000000
0,374,0,80.000000
0,374,2,526.000000
0,374,0,80.000000
0,374,1,300.000000
0,374,0,84.000000
0,374,2,126.000000
0,375,3,203.000000
0,375,0,52.000000
0,375,1,182.000000
0,375,0,80.000000
0,375,2,510.000000
0,376,3,187.000000
0,376,0,56.000000
0,376,1,428.000000
0,376,0,104.000000
0,376,2,288.000000
0,376,0,108.000000
0,377,3,203.000000
0,377,0,50.000000
0,377,1,194.000000
0,377,0,76.000000
0,377,2,492.000000
0,377,0,100.000000
0,377,1,400.000000
0,377,0,42.000000
0,378,3,201.000000
0,378,0,56.000000
0,378,1,246.000000
0,378,0,82.000000
0,378,2,284.000000
0,378,0,54.000000
0,378,3,58.000000
0,379,3,185.000000
0,379,0,54.000000
0,379,1,352.000000
0,379,0,86.000000
0,379,2,294.000000
0,379,0,74.000000
0,379,3,48.000000
0,380,3,239.000000
0,380,0,64.000000
0,380,1,450.000000
0,380,0,82.000000
0,380,2,454.000000
0,380,0,72.000000
0,381,3,193.000000
0,381,0,54.000000
0,381,1,256.000000
0,381,0,84.000000
0,381,2,752.000000
0,382,3,197.000000
0,382,0,56.000000
0,382,1,194.000000
0,382,0,82.000000
0,382,2,468.000000
0,383,3,209.000000
0,383,0,58.000000
0,383,1,450.000000
0,383,0,84.000000
0,383,2,296.000000
0,383,0,86.000000
0,383,1,108.000000
0,384,3,251.000000
0,384,0,54.000000
0,384,1,386.000000
0,384,0,78.000000
0,384,2,418.000000
0,384,0,84.000000
0,384,1,818.000000
0,385,3,179.000000
0,385,0,52.000000
0,385,1,210.000000
0,385,0,74.000000
0,385,2,696.000000
0,386,3,177.000000
0,386,0,52.000000
0,386,1,224.000000
0,386,0,72.000000
0,386,2,682.000000
0,387,3,261.000000
0,387,0,42.000000
0,387,2,304.000000
0,387,0,82.000000
0,387,1,718.000000
0,387,0,198.000000
0,388,3,189.000000
0,388,0,54.000000
0,388,1,226.000000
0,388,0,74.000000
0,388,2,446.000000
0,389,3,201.000000
0,389,0,50.000000
0,389,2,364.000000
0,389,0,84.000000
0,389,1,540.000000
