parcode,trial,fix_item,fix_time
0,19,0,76.000000
0,19,2,390.000000
0,20,3,195.000000
0,20,0,48.000000
0,20,1,228.000000
0,20,0,72.000000
0,20,2,424.000000
0,20,0,74.000000
0,20,1,408.000000
0,20,0,74.000000
0,20,2,204.000000
0,21,3,173.000000
0,21,0,50.000000
0,21,1,226.000000
0,21,0,76.000000
0,21,2,516.000000
0,21,0,76.000000
0,21,1,248.000000
0,22,3,203.000000
0,22,0,46.000000
0,22,1,348.000000
0,22,0,74.000000
0,22,2,878.000000
0,22,0,76.000000
0,22,1,308.000000
0,23,3,152.000000
0,23,0,48.000000
0,23,1,212.000000
0,23,0,72.000000
0,23,2,410.000000
0,23,0,78.000000
0,23,1,318.000000
0,23,0,70.000000
0,23,2,108.000000
0,24,3,163.000000
0,24,0,52.000000
0,24,1,264.000000
0,24,0,82.000000
0,24,2,548.000000
0,25,3,191.000000
0,25,0,50.000000
0,25,1,374.000000
0,25,0,72.000000
0,25,2,534.000000
0,25,0,80.000000
0,25,1,288.000000
0,26,3,289.000000
0,26,0,46.000000
0,26,2,290.000000
0,26,0,76.000000
0,26,1,408.000000
0,27,3,275.000000
0,27,0,184.000000
0,27,1,328.000000
0,27,0,74.000000
0,27,2,338.000000
0,27,0,82.000000
0,27,1,386.000000
0,27,0,224.000000
0,27,3,520.000000
0,28,3,185.000000
0,28,0,46.000000
0,28,1,280.000000
0,28,0,72.000000
0,28,2,638.000000
0,28,0,80.000000
0,28,1,290.000000
0,28,0,76.000000
0,28,2,224.000000
0,29,3,169.000000
0,29,0,48.000000
0,29,1,190.000000
0,29,0,70.000000
0,29,2,624.000000
0,29,0,70.000000
0,29,1,162.000000
0,30,3,183.000000
0,30,0,44.000000
0,30,1,234.000000
0,30,0,74.000000
0,30,2,400.000000
0,30,0,74.000000
0,30,1,230.000000
0,31,3,161.000000
0,31,0,48.000000
0,31,1,188.000000
0,31,0,68.000000
0,31,2,482.000000
0,31,0,74.000000
0,31,1,624.000000
0,31,0,74.000000
0,31,2,82.000000
0,32,3,187.000000
0,32,0,48.000000
0,32,1,318.000000
0,32,0,72.000000
0,32,2,422.000000
0,32,0,84.000000
0,32,1,272.000000
0,33,3,197.000000
0,33,0,54.000000
0,33,1,292.000000
0,33,0,76.000000
0,33,2,580.000000
0,33,0,204.000000
0,33,1,526.000000
0,33,0,74.000000
0,33,2,118.000000
0,34,3,179.000000
0,34,0,52.000000
0,34,1,284.000000
0,34,0,74.000000
0,34,2,488.000000
0,34,0,72.000000
0,34,1,490.000000
0,35,3,175.000000
0,35,0,48.000000
0,35,1,234.000000
0,35,0,68.000000
0,35,2,176.000000
0,35,0,298.000000
0,36,3,181.000000
0,36,0,46.000000
0,36,1,192.000000
0,36,0,70.000000
0,36,2,520.000000
0,37,3,171.000000
0,37,0,50.000000
0,37,1,182.000000
0,37,0,72.000000
0,37,2,498.000000
0,37,0,72.000000
0,37,1,420.000000
0,37,0,70.000000
0,37,2,248.000000
0,38,3,167.000000
0,38,0,48.000000
0,38,1,260.000000
0,38,0,74.000000
0,38,2,670.000000
0,38,0,78.000000
0,38,1,1030.000000
0,39,3,173.000000
0,39,0,50.000000
0,39,1,264.000000
0,39,0,74.000000
0,39,2,428.000000
0,39,0,78.000000
0,39,1,558.000000
0,40,3,179.000000
0,40,0,48.000000
0,40,1,394.000000
0,40,0,72.000000
0,40,2,508.000000
0,40,0,78.000000
0,40,1,350.000000
0,41,3,203.000000
0,41,0,52.000000
0,41,1,186.000000
0,41,0,74.000000
0,41,2,744.000000
0,42,3,195.000000
0,42,0,46.000000
0,42,1,230.000000
0,42,0,78.000000
0,42,2,560.000000
0,43,3,181.000000
0,43,0,52.000000
0,43,1,190.000000
0,43,0,72.000000
0,43,2,632.000000
0,44,3,177.000000
0,44,0,50.000000
0,44,1,282.000000
0,44,0,76.000000
0,44,2,726.000000
0,45,3,165.000000
0,45,0,50.000000
0,45,1,276.000000
0,45,0,70.000000
0,45,2,440.000000
0,45,0,74.000000
0,45,1,292.000000
0,45,0,74.000000
0,45,2,474.000000
0,45,0,78.000000
0,45,1,424.000000
0,45,0,70.000000
0,45,2,362.000000
0,46,3,175.000000
0,46,0,48.000000
0,46,1,174.000000
0,46,0,70.000000
0,46,2,468.000000
0,46,0,78.000000
0,46,1,432.000000
0,46,0,72.000000
0,46,2,220.000000
0,47,3,185.000000
0,47,0,46.000000
0,47,1,264.000000
0,47,0,78.000000
0,47,2,258.000000
0,47,0,274.000000
0,47,1,484.000000
0,47,0,74.000000
0,47,2,102.000000
0,48,3,195.000000
0,48,0,50.000000
0,48,1,190.000000
0,48,0,70.000000
0,48,2,574.000000
0,49,3,169.000000
0,49,0,52.000000
0,49,1,198.000000
0,49,0,70.000000
0,49,2,764.000000
0,50,3,185.000000
0,50,0,48.000000
0,50,1,1970.000000
0,50,0,84.000000
0,50,2,568.000000
0,50,0,78.000000
0,50,1,256.000000
0,51,3,193.000000
0,51,0,50.000000
0,51,1,176.000000
0,51,0,72.000000
0,51,2,462.000000
0,52,3,193.000000
0,52,0,48.000000
0,52,1,204.000000
0,52,0,68.000000
0,52,2,668.000000
0,52,0,72.000000
0,52,1,380.000000
0,52,0,74.000000
0,52,2,178.000000
0,53,3,176.000000
0,53,0,50.000000
0,53,1,172.000000
0,53,0,70.000000
0,53,2,614.000000
0,54,3,179.000000
0,54,0,46.000000
0,54,1,168.000000
0,54,0,74.000000
0,54,2,376.000000
0,54,0,76.000000
0,54,1,774.000000
0,54,0,70.000000
0,54,2,352.000000
0,54,0,74.000000
0,54,1,236.000000
0,55,3,271.000000
0,55,0,52.000000
0,55,1,418.000000
0,55,0,80.000000
0,55,2,532.000000
0,55,0,70.000000
0,55,1,734.000000
0,55,0,80.000000
0,55,2,1112.000000
0,55,0,78.000000
0,55,1,102.000000
0,56,3,171.000000
0,56,0,46.000000
0,56,1,184.000000
0,56,0,72.000000
0,56,2,406.000000
0,56,0,76.000000
0,56,1,322.000000
0,56,0,234.000000
0,56,2,502.000000
0,56,0,74.000000
0,56,1,316.000000
0,57,3,179.000000
0,57,0,46.000000
0,57,1,216.000000
0,57,0,68.000000
0,57,2,514.000000
0,57,0,74.000000
0,57,1,878.000000
0,58,3,197.000000
0,58,0,76.000000
0,58,1,408.000000
0,58,0,76.000000
0,58,2,288.000000
0,58,0,80.000000
0,58,1,28.000000
0,59,3,185.000000
0,59,0,46.000000
0,59,1,252.000000
0,59,0,74.000000
0,59,2,614.000000
0,60,3,223.000000
0,60,0,52.000000
0,60,1,268.000000
0,60,0,76.000000
0,60,2,448.000000
0,60,0,76.000000
0,60,1,250.000000
0,61,3,203.000000
0,61,0,54.000000
0,61,1,212.000000
0,61,0,74.000000
0,61,2,708.000000
0,61,0,76.000000
0,61,1,256.000000
0,62,3,375.000000
0,62,0,48.000000
0,62,2,308.000000
0,62,0,88.000000
0,62,1,402.000000
0,62,0,78.000000
0,62,2,98.000000
0,63,3,201.000000
0,63,0,52.000000
0,63,1,220.000000
0,63,0,74.000000
0,63,2,534.000000
0,63,0,84.000000
0,63,1,396.000000
0,64,3,181.000000
0,64,0,46.000000
0,64,1,186.000000
0,64,0,68.000000
0,64,2,582.000000
0,65,3,175.000000
0,65,0,46.000000
0,65,1,222.000000
0,65,0,68.000000
0,65,2,488.000000
0,65,0,76.000000
0,65,1,606.000000
0,66,3,179.000000
0,66,0,54.000000
0,66,1,266.000000
0,66,0,82.000000
0,66,2,710.000000
0,66,0,80.000000
0,66,1,276.000000
0,66,0,80.000000
0,66,2,106.000000
0,67,3,185.000000
0,67,0,52.000000
0,67,1,188.000000
0,67,0,78.000000
0,67,2,510.000000
0,68,3,185.000000
0,68,0,48.000000
0,68,1,186.000000
0,68,0,78.000000
0,68,2,398.000000
0,68,0,72.000000
0,68,1,538.000000
0,69,3,175.000000
0,69,0,50.000000
0,69,1,378.000000
0,69,0,74.000000
0,69,2,268.000000
0,69,0,76.000000
0,69,1,128.000000
0,70,3,193.000000
0,70,0,50.000000
0,70,1,162.000000
0,70,0,80.000000
0,70,2,538.000000
0,71,3,199.000000
0,71,0,50.000000
0,71,1,316.000000
0,71,0,76.000000
0,71,2,456.000000
0,71,0,74.000000
0,71,1,706.000000
0,72,3,193.000000
0,72,0,44.000000
0,72,1,240.000000
0,72,0,70.000000
0,72,2,454.000000
0,72,0,74.000000
0,72,1,422.000000
0,73,3,203.000000
0,73,0,48.000000
0,73,1,236.000000
0,73,0,74.000000
0,73,2,364.000000
0,73,0,196.000000
0,73,1,54.000000
0,74,3,192.000000
0,74,0,46.000000
0,74,1,302.000000
0,74,0,74.000000
0,74,2,350.000000
0,74,0,80.000000
0,74,1,30.000000
0,74,0,18.000000
0,75,3,195.000000
0,75,0,48.000000
0,75,1,370.000000
0,75,0,74.000000
0,75,2,414.000000
0,75,0,208.000000
0,75,1,136.000000
0,76,3,207.000000
0,76,0,52.000000
0,76,1,266.000000
0,76,0,76.000000
0,76,2,362.000000
0,76,0,122.000000
0,77,3,159.000000
0,77,0,48.000000
0,77,1,278.000000
0,77,0,74.000000
0,77,2,164.000000
0,77,0,538.000000
0,77,1,260.000000
0,77,0,76.000000
0,77,2,84.000000
0,78,3,195.000000
0,78,0,46.000000
0,78,1,336.000000
0,78,0,70.000000
0,78,2,450.000000
0,78,0,74.000000
0,78,1,498.000000
0,78,0,78.000000
0,78,2,50.000000
0,79,3,162.000000
0,79,0,50.000000
0,79,1,240.000000
0,79,0,72.000000
0,79,2,400.000000
0,79,0,80.000000
0,79,1,134.000000
0,80,3,221.000000
0,80,0,44.000000
0,80,2,300.000000
0,80,0,80.000000
0,80,1,332.000000
0,81,3,187.000000
0,81,0,52.000000
0,81,1,208.000000
0,81,0,78.000000
0,81,2,452.000000
0,82,3,217.000000
0,82,0,50.000000
0,82,1,234.000000
0,82,0,76.000000
0,82,2,926.000000
0,83,3,355.000000
0,83,0,54.000000
0,83,2,360.000000
0,83,0,72.000000
0,83,1,532.000000
0,83,0,78.000000
0,83,2,384.000000
0,84,3,184.000000
0,84,0,52.000000
0,84,1,246.000000
0,84,0,78.000000
0,84,2,432.000000
0,85,3,167.000000
0,85,0,50.000000
0,85,1,262.000000
0,85,0,74.000000
0,85,2,684.000000
0,86,3,183.000000
0,86,0,50.000000
0,86,1,578.000000
0,86,0,82.000000
0,86,2,858.000000
0,86,0,80.000000
0,86,1,298.000000
0,87,3,195.000000
0,87,0,56.000000
0,87,1,352.000000
0,87,0,76.000000
0,87,2,286.000000
0,88,3,194.000000
0,88,0,52.000000
0,88,1,212.000000
0,88,0,76.000000
0,88,2,482.000000
0,88,0,82.000000
0,88,1,534.000000
0,89,3,185.000000
0,89,0,50.000000
0,89,1,252.000000
0,89,0,80.000000
0,89,2,636.000000
0,89,0,82.000000
0,89,1,190.000000
0,90,3,181.000000
0,90,0,48.000000
0,90,1,538.000000
0,90,0,84.000000
0,90,2,656.000000
0,90,0,84.000000
0,90,1,186.000000
0,91,3,191.000000
0,91,0,48.000000
0,91,1,480.000000
0,91,0,88.000000
0,91,2,744.000000
0,92,3,192.000000
0,92,0,46.000000
0,92,1,440.000000
0,92,0,72.000000
0,92,2,500.000000
0,92,0,80.000000
0,92,1,136.000000
0,93,3,189.000000
0,93,0,48.000000
0,93,1,322.000000
0,93,0,78.000000
0,93,2,758.000000
0,94,3,164.000000
0,94,0,52.000000
0,94,1,208.000000
0,94,0,76.000000
0,94,2,444.000000
0,94,0,80.000000
0,94,1,736.000000
0,94,0,80.000000
0,94,2,534.000000
0,94,0,78.000000
0,94,1,870.000000
0,95,3,165.000000
0,95,0,50.000000
0,95,1,380.000000
0,95,0,72.000000
0,95,2,496.000000
0,95,0,80.000000
0,95,1,434.000000
0,95,0,76.000000
0,95,2,816.000000
0,96,3,175.000000
0,96,0,48.000000
0,96,1,252.000000
0,96,0,68.000000
0,96,2,528.000000
0,96,0,72.000000
0,96,1,1418.000000
0,96,0,78.000000
0,96,2,500.000000
0,96,0,76.000000
0,96,1,78.000000
0,97,3,179.000000
0,97,0,46.000000
0,97,1,298.000000
0,97,0,68.000000
0,97,2,424.000000
0,97,0,70.000000
0,97,1,426.000000
0,98,3,197.000000
0,98,0,48.000000
0,98,1,328.000000
0,98,0,78.000000
0,98,2,304.000000
0,98,0,74.000000
0,98,1,144.000000
0,99,3,167.000000
0,99,0,52.000000
0,99,1,268.000000
0,99,0,74.000000
0,99,2,862.000000
0,100,3,165.000000
0,100,0,50.000000
0,100,1,244.000000
0,100,0,70.000000
0,100,2,892.000000
0,101,3,174.000000
0,101,0,50.000000
0,101,1,216.000000
0,101,0,74.000000
0,101,2,880.000000
0,101,0,76.000000
0,101,1,440.000000
0,101,0,78.000000
0,101,2,424.000000
0,102,3,167.000000
0,102,0,50.000000
0,102,1,266.000000
0,102,0,72.000000
0,102,2,1030.000000
0,103,3,171.000000
0,103,0,48.000000
0,103,1,280.000000
0,103,0,78.000000
0,103,2,518.000000
0,104,3,172.000000
0,104,0,48.000000
0,104,1,234.000000
0,104,0,70.000000
0,104,2,482.000000
0,104,0,78.000000
0,104,1,404.000000
0,105,3,171.000000
0,105,0,48.000000
0,105,1,232.000000
0,105,0,70.000000
0,105,2,588.000000
0,105,0,72.000000
0,105,1,416.000000
0,106,3,181.000000
0,106,0,46.000000
0,106,1,290.000000
0,106,0,86.000000
0,106,2,616.000000
0,107,3,187.000000
0,107,0,50.000000
0,107,1,192.000000
0,107,0,66.000000
0,107,2,376.000000
0,107,0,78.000000
0,107,1,824.000000
0,108,3,160.000000
0,108,0,50.000000
0,108,1,330.000000
0,108,0,70.000000
0,108,2,494.000000
0,108,0,76.000000
0,108,1,230.000000
0,109,3,173.000000
0,109,0,48.000000
0,109,1,226.000000
0,109,0,68.000000
0,109,2,500.000000
0,109,0,78.000000
0,109,1,648.000000
0,109,0,84.000000
0,109,2,426.000000
0,109,0,72.000000
0,109,1,582.000000
0,109,0,76.000000
0,109,2,92.000000
0,110,3,187.000000
0,110,0,54.000000
0,110,1,306.000000
0,110,0,76.000000
0,110,2,576.000000
0,110,0,88.000000
0,110,1,688.000000
0,110,0,88.000000
0,110,2,232.000000
0,111,3,311.000000
0,111,0,58.000000
0,111,1,254.000000
0,111,0,76.000000
0,111,2,630.000000
0,111,0,78.000000
0,111,1,1182.000000
0,112,3,173.000000
0,112,0,44.000000
0,112,1,276.000000
0,112,0,74.000000
0,112,2,686.000000
0,112,0,80.000000
0,112,1,104.000000
0,113,3,147.000000
0,113,0,48.000000
0,113,1,346.000000
0,113,0,80.000000
0,113,2,768.000000
0,114,3,177.000000
0,114,0,50.000000
0,114,1,454.000000
0,114,0,82.000000
0,114,2,632.000000
0,114,0,82.000000
0,114,1,1060.000000
0,114,0,82.000000
0,114,2,1068.000000
0,114,0,86.000000
0,114,1,98.000000
0,114,0,42.000000
0,115,3,153.000000
0,115,0,46.000000
0,115,1,380.000000
0,115,0,82.000000
0,115,2,1826.000000
0,115,0,80.000000
0,115,1,528.000000
0,116,3,185.000000
0,116,0,48.000000
0,116,1,286.000000
0,116,0,90.000000
0,116,2,452.000000
0,116,0,80.000000
0,116,1,222.000000
0,117,3,195.000000
0,117,0,48.000000
0,117,1,320.000000
0,117,0,78.000000
0,117,2,398.000000
0,117,0,76.000000
0,117,1,76.000000
0,118,3,193.000000
0,118,0,172.000000
0,118,2,430.000000
0,118,0,78.000000
0,118,1,386.000000
0,118,0,164.000000
0,118,2,312.000000
0,119,3,173.000000
0,119,0,50.000000
0,119,1,292.000000
0,119,0,78.000000
0,119,2,414.000000
0,119,0,112.000000
0,119,1,206.000000
0,120,3,196.000000
0,120,0,50.000000
0,120,1,272.000000
0,120,0,78.000000
0,120,2,722.000000
0,121,3,193.000000
0,121,0,48.000000
0,121,1,282.000000
0,121,0,72.000000
0,121,2,472.000000
0,121,0,78.000000
0,121,1,468.000000
0,121,0,74.000000
0,121,2,850.000000
0,122,3,164.000000
0,122,0,50.000000
0,122,1,224.000000
0,122,0,76.000000
0,122,2,472.000000
0,122,0,182.000000
0,122,1,120.000000
0,123,3,177.000000
0,123,0,50.000000
0,123,1,262.000000
0,123,0,290.000000
0,123,2,392.000000
0,123,0,76.000000
0,123,1,592.000000
0,123,0,78.000000
0,123,2,348.000000
0,123,0,82.000000
0,123,1,84.000000
0,124,3,162.000000
0,124,0,46.000000
0,124,1,280.000000
0,124,0,70.000000
0,124,2,464.000000
0,124,0,182.000000
0,124,1,388.000000
0,124,0,76.000000
0,124,2,826.000000
0,124,0,74.000000
0,124,1,182.000000
0,125,3,175.000000
0,125,0,48.000000
0,125,1,234.000000
0,125,0,72.000000
0,125,2,568.000000
0,126,3,177.000000
0,126,0,50.000000
0,126,1,338.000000
0,126,0,84.000000
0,126,2,478.000000
0,127,3,183.000000
0,127,0,48.000000
0,127,1,398.000000
0,127,0,82.000000
0,127,2,538.000000
0,127,0,78.000000
0,127,1,412.000000
0,128,3,201.000000
0,128,0,52.000000
0,128,1,244.000000
0,128,0,80.000000
0,128,2,364.000000
0,128,0,84.000000
0,128,1,70.000000
0,129,3,186.000000
0,129,0,50.000000
0,129,1,290.000000
0,129,0,86.000000
0,129,2,744.000000
0,130,3,189.000000
0,130,0,48.000000
0,130,1,320.000000
0,130,0,80.000000
0,130,2,364.000000
0,130,0,80.000000
0,131,3,163.000000
0,131,0,48.000000
0,131,1,346.000000
0,131,0,80.000000
0,131,2,522.000000
0,132,3,203.000000
0,132,0,56.000000
0,132,1,416.000000
0,132,0,86.000000
0,132,2,446.000000
0,132,0,74.000000
0,133,3,171.000000
0,133,0,50.000000
0,133,1,340.000000
0,133,0,78.000000
0,133,2,814.000000
0,133,0,82.000000
0,133,1,638.000000
0,133,0,92.000000
0,133,2,752.000000
0,134,3,179.000000
0,134,0,46.000000
0,134,1,366.000000
0,134,0,78.000000
0,134,2,558.000000
0,134,0,78.000000
0,134,1,160.000000
0,134,0,34.000000
0,135,3,173.000000
0,135,0,50.000000
0,135,1,454.000000
0,135,0,86.000000
0,135,2,1048.000000
0,136,3,161.000000
0,136,0,46.000000
0,136,1,466.000000
0,136,0,244.000000
0,137,3,159.000000
0,137,0,46.000000
0,137,1,320.000000
0,137,0,78.000000
0,137,2,394.000000
0,137,0,72.000000
0,137,1,584.000000
0,138,3,164.000000
0,138,0,48.000000
0,138,1,226.000000
0,138,0,78.000000
0,138,2,536.000000
0,139,3,176.000000
0,139,0,182.000000
0,139,1,372.000000
0,139,0,76.000000
0,139,2,134.000000
0,139,0,308.000000
0,139,1,1026.000000
0,139,0,78.000000
0,139,2,726.000000
0,140,3,207.000000
0,140,0,48.000000
0,140,1,318.000000
0,140,0,78.000000
0,140,2,482.000000
0,141,3,181.000000
0,141,0,46.000000
0,141,1,376.000000
0,141,0,76.000000
0,141,2,636.000000
0,142,3,211.000000
0,142,0,62.000000
0,142,1,348.000000
0,142,0,78.000000
0,142,2,504.000000
0,142,0,82.000000
0,142,1,242.000000
0,143,3,199.000000
0,143,0,48.000000
0,143,1,342.000000
0,143,0,86.000000
0,143,2,662.000000
0,143,0,30.000000
0,144,3,230.000000
0,144,0,54.000000
0,144,1,494.000000
0,144,0,88.000000
0,144,2,578.000000
0,144,0,90.000000
0,144,1,202.000000
0,145,3,183.000000
0,145,0,50.000000
0,145,1,510.000000
0,145,0,84.000000
0,145,2,168.000000
0,146,3,163.000000
0,146,0,46.000000
0,146,1,272.000000
0,146,0,76.000000
0,146,2,486.000000
0,147,3,185.000000
0,147,0,54.000000
0,147,1,290.000000
0,147,0,74.000000
0,147,2,890.000000
0,148,3,149.000000
0,148,0,48.000000
0,148,1,462.000000
0,148,0,340.000000
0,148,2,386.000000
0,148,0,76.000000
0,148,1,200.000000
0,149,3,145.000000
0,149,0,48.000000
0,149,1,276.000000
0,149,0,74.000000
0,149,2,242.000000
0,149,0,158.000000
0,150,3,157.000000
0,150,0,46.000000
0,150,1,344.000000
0,150,0,78.000000
0,150,2,420.000000
0,150,0,264.000000
0,150,1,204.000000
0,151,3,163.000000
0,151,0,48.000000
0,151,1,254.000000
0,151,0,86.000000
0,151,2,512.000000
0,152,3,145.000000
0,152,0,46.000000
0,152,1,288.000000
0,152,0,70.000000
0,152,2,652.000000
0,152,0,80.000000
0,152,1,882.000000
0,153,3,163.000000
0,153,0,44.000000
0,153,1,264.000000
0,153,0,74.000000
0,153,2,460.000000
0,154,3,161.000000
0,154,0,50.000000
0,154,1,230.000000
0,154,0,76.000000
0,154,2,276.000000
0,154,0,78.000000
0,154,1,76.000000
0,155,3,155.000000
0,155,0,48.000000
0,155,1,208.000000
0,155,0,96.000000
0,155,2,578.000000
0,155,0,78.000000
0,155,1,506.000000
0,155,0,34.000000
0,156,3,189.000000
0,156,0,50.000000
0,156,1,352.000000
0,156,0,78.000000
0,156,2,304.000000
0,156,0,76.000000
0,156,1,92.000000
0,157,3,165.000000
0,157,0,44.000000
0,157,1,318.000000
0,157,0,76.000000
0,157,2,286.000000
0,157,0,78.000000
0,157,1,34.000000
0,158,3,162.000000
0,158,0,44.000000
0,158,1,300.000000
0,158,0,72.000000
0,158,2,306.000000
0,158,0,76.000000
0,159,3,153.000000
0,159,0,48.000000
0,159,1,310.000000
0,159,0,78.000000
0,159,2,658.000000
0,160,3,193.000000
0,160,0,54.000000
0,160,1,334.000000
0,160,0,84.000000
0,160,2,404.000000
0,161,3,159.000000
0,161,0,46.000000
0,161,1,318.000000
0,161,0,76.000000
0,161,2,434.000000
0,162,3,159.000000
0,162,0,52.000000
0,162,1,284.000000
0,162,0,76.000000
0,162,2,450.000000
0,162,0,194.000000
0,162,1,382.000000
0,163,3,170.000000
0,163,0,46.000000
0,163,1,318.000000
0,163,0,70.000000
0,163,2,278.000000
0,163,0,154.000000
0,163,1,312.000000
0,164,3,157.000000
0,164,0,46.000000
0,164,1,268.000000
0,164,0,72.000000
0,164,2,406.000000
0,164,0,76.000000
0,164,1,272.000000
0,165,3,159.000000
0,165,0,48.000000
0,165,1,256.000000
0,165,0,74.000000
0,165,2,410.000000
0,166,3,157.000000
0,166,0,46.000000
0,166,1,302.000000
0,166,0,72.000000
0,166,2,316.000000
0,166,0,72.000000
0,166,1,126.000000
0,167,3,206.000000
0,167,0,64.000000
0,167,1,466.000000
0,167,0,214.000000
0,168,3,181.000000
0,168,0,52.000000
0,168,1,306.000000
0,168,0,80.000000
0,168,2,264.000000
0,168,0,202.000000
0,169,3,187.000000
0,169,0,54.000000
0,169,1,274.000000
0,169,0,76.000000
0,169,2,410.000000
0,169,0,80.000000
0,169,1,248.000000
0,170,3,193.000000
0,170,0,50.000000
0,170,1,206.000000
0,170,0,70.000000
0,170,2,498.000000
0,170,0,274.000000
0,170,1,1094.000000
0,170,0,88.000000
0,170,2,368.000000
0,171,3,168.000000
0,171,0,50.000000
0,171,1,240.000000
0,171,0,74.000000
0,171,2,640.000000
0,172,3,198.000000
0,172,0,50.000000
0,172,1,254.000000
0,172,0,74.000000
0,172,2,292.000000
0,172,0,54.000000
0,173,3,171.000000
0,173,0,48.000000
0,173,1,330.000000
0,173,0,78.000000
0,173,2,282.000000
0,173,0,332.000000
0,174,3,179.000000
0,174,0,50.000000
0,174,1,268.000000
0,174,0,76.000000
0,174,2,256.000000
0,174,0,212.000000
0,174,1,174.000000
0,175,3,179.000000
0,175,0,50.000000
0,175,1,248.000000
0,175,0,74.000000
0,175,2,524.000000
0,176,3,168.000000
0,176,0,50.000000
0,176,1,260.000000
0,176,0,76.000000
0,176,2,554.000000
0,177,3,165.000000
0,177,0,46.000000
0,177,1,176.000000
0,177,0,70.000000
0,177,2,194.000000
0,177,0,150.000000
0,178,3,171.000000
0,178,0,52.000000
0,178,1,296.000000
0,178,0,74.000000
0,178,2,504.000000
0,179,3,186.000000
0,179,0,52.000000
0,179,1,200.000000
0,179,0,74.000000
0,179,2,410.000000
0,180,3,154.000000
0,180,0,46.000000
0,180,1,206.000000
0,180,0,70.000000
0,180,2,352.000000
0,180,0,78.000000
0,180,1,110.000000
0,181,3,144.000000
0,181,0,48.000000
0,181,1,224.000000
0,181,0,86.000000
0,181,2,394.000000
0,181,0,76.000000
0,181,1,240.000000
0,182,3,163.000000
0,182,0,48.000000
0,182,1,246.000000
0,182,0,78.000000
0,182,2,408.000000
0,182,0,78.000000
0,182,1,218.000000
0,183,3,159.000000
0,183,0,52.000000
0,183,1,294.000000
0,183,0,76.000000
0,183,2,712.000000
0,184,3,211.000000
0,184,0,54.000000
0,184,1,250.000000
0,184,0,76.000000
0,184,2,224.000000
0,185,3,169.000000
0,185,0,50.000000
0,185,1,254.000000
0,185,0,78.000000
0,185,2,358.000000
0,185,0,158.000000
0,185,1,42.000000
0,186,3,250.000000
0,186,0,52.000000
0,186,1,214.000000
0,186,0,82.000000
