parcode,trial,rt,choice,item_left,item_right,valid
0,0,1962.000000,-1,15,0
0,1,2899.000000,-1,-10,-15
0,2,1631.000000,1,-15,15
0,3,3203.000000,-1,5,10
0,4,1181.000000,1,-10,10
0,5,1513.000000,1,10,5
0,6,1188.000000,-1,0,-10
0,7,1515.000000,-1,5,-5
0,8,1853.000000,1,-10,15
0,9,1819.000000,1,-5,5
0,10,987.000000,-1,-5,15
0,11,1125.000000,1,0,-5
0,12,1345.000000,1,10,-5
0,13,2019.000000,-1,-5,0
0,14,873.000000,1,-15,0
0,15,1205.000000,1,15,5
0,16,1085.000000,1,-15,5
0,17,1133.000000,-1,0,15
0,18,981.000000,1,15,-10
0,19,908.000000,1,10,0
0,20,1727.000000,1,-15,10
0,21,1365.000000,-1,-15,15
0,22,1933.000000,-1,10,-10
0,23,1468.000000,-1,5,-10
0,24,1109.000000,1,-10,5
0,25,1589.000000,1,10,0
0,26,1109.000000,-1,10,-15
0,27,2411.000000,1,0,-5
0,28,1891.000000,1,-15,5
0,29,1333.000000,1,10,-5
0,30,1239.000000,-1,0,15
0,31,1801.000000,1,15,-15
0,32,1403.000000,-1,5,10
0,33,2121.000000,1,-15,10
0,34,1639.000000,-1,15,-15
0,35,999.000000,1,15,5
0,36,1009.000000,1,15,-5
0,37,1783.000000,1,-10,-15
0,38,2327.000000,-1,-10,15
0,39,1625.000000,-1,5,15
0,40,1629.000000,-1,-15,15
0,41,1259.000000,1,-15,5
0,42,1109.000000,1,-10,0
0,43,1127.000000,1,-10,10
0,44,1311.000000,1,-5,5
0,45,2849.000000,1,10,15
0,46,1737.000000,1,10,-5
0,47,1765.000000,1,0,10
0,48,1079.000000,1,15,5
0,49,1253.000000,1,5,0
0,50,3189.000000,-1,-10,10
0,51,953.000000,1,5,-5
0,52,1885.000000,1,-15,-5
0,53,1082.000000,1,5,-5
0,54,2425.000000,-1,-5,15
0,55,3529.000000,1,-15,15
0,56,2403.000000,-1,10,15
0,57,1975.000000,-1,0,-5
0,58,1153.000000,-1,-10,-15
0,59,1171.000000,1,10,5
0,60,1393.000000,-1,5,-10
0,61,1583.000000,1,15,10
0,62,1397.000000,1,-15,0
0,63,1561.000000,-1,5,10
0,64,1063.000000,1,15,-10
0,65,1681.000000,-1,5,0
0,66,1833.000000,1,-5,0
0,67,1013.000000,1,-10,5
0,68,1505.000000,-1,5,15
0,69,1149.000000,-1,-5,15
0,70,1023.000000,1,-10,5
0,71,1877.000000,-1,5,-15
0,72,1497.000000,-1,5,-10
0,73,1175.000000,-1,5,-15
0,74,1092.000000,-1,-10,15
0,75,1445.000000,-1,0,-15
0,76,1085.000000,-1,-5,-15
0,77,1681.000000,1,15,10
0,78,1797.000000,1,-5,0
0,79,1138.000000,-1,-5,10
0,80,977.000000,-1,-5,-15
0,81,977.000000,1,10,0
0,82,1503.000000,1,10,-10
0,83,1835.000000,-1,-5,-10
0,84,992.000000,1,-10,0
0,85,1237.000000,1,10,5
0,86,2129.000000,-1,0,5
0,87,965.000000,1,-10,-5
0,88,1632.000000,-1,15,-10
0,89,1475.000000,-1,10,-15
0,90,1777.000000,-1,0,-15
0,91,1551.000000,1,15,0
0,92,1466.000000,-1,10,-15
0,93,1395.000000,1,10,0
0,94,3322.000000,-1,0,10
0,95,2569.000000,1,-15,-10
0,96,3293.000000,-1,0,5
0,97,1511.000000,-1,0,-10
0,98,1173.000000,-1,0,15
0,99,1423.000000,1,-10,-5
0,100,1421.000000,1,-5,5
0,101,2412.000000,1,-15,0
0,102,1585.000000,1,15,0
0,103,1095.000000,1,-15,-5
0,104,1488.000000,1,-15,-10
0,105,1597.000000,-1,0,-10
0,106,1219.000000,1,10,-10
0,107,1773.000000,-1,-5,10
0,108,1410.000000,-1,-5,-10
0,109,3073.000000,1,15,-5
0,110,2295.000000,1,-15,10
0,111,2589.000000,-1,-5,5
0,112,1437.000000,-1,-5,-15
0,113,1389.000000,1,5,-10
0,114,3913.000000,-1,-15,5
0,115,3095.000000,-1,-15,15
0,116,1363.000000,-1,-15,15
0,117,1191.000000,-1,0,15
0,118,1735.000000,1,-15,0
0,119,1325.000000,-1,5,15
0,120,1318.000000,1,-15,-10
0,121,2537.000000,1,15,10
0,122,1288.000000,-1,-5,-15
0,123,2431.000000,-1,10,15
0,124,2750.000000,-1,5,10
0,125,1097.000000,1,15,-10
0,126,1127.000000,1,15,-5
0,127,1739.000000,-1,-5,-10
0,128,1095.000000,-1,-10,10
0,129,1356.000000,1,5,0
0,130,1081.000000,-1,-5,5
0,131,1159.000000,1,5,-5
0,132,1281.000000,-1,-10,10
0,133,3017.000000,1,-5,0
0,134,1499.000000,1,15,5
0,135,1811.000000,1,-15,5
0,136,917.000000,-1,-5,15
0,137,1653.000000,-1,5,10
0,138,1052.000000,1,15,0
0,139,3078.000000,1,0,10
0,140,1133.000000,1,-5,0
0,141,1315.000000,1,10,-5
0,142,1527.000000,-1,0,-5
0,143,1367.000000,1,-15,10
0,144,1736.000000,-1,-15,15
0,145,995.000000,-1,0,-10
0,146,1043.000000,1,15,10
0,147,1493.000000,1,-15,-10
0,148,1661.000000,-1,5,10
0,149,943.000000,1,15,-5
0,150,1513.000000,-1,5,0
0,151,1063.000000,1,-15,-10
0,152,2163.000000,-1,5,-15
0,153,1005.000000,1,-10,5
0,154,947.000000,-1,0,-10
0,155,1703.000000,-1,15,-15
0,156,1141.000000,-1,0,10
0,157,1001.000000,-1,0,-15
0,158,960.000000,-1,5,-15
0,159,1247.000000,1,10,5
0,160,1069.000000,-1,5,-5
0,161,1033.000000,1,-15,5
0,162,1597.000000,-1,0,5
0,163,1348.000000,-1,-10,10
0,164,1297.000000,-1,-5,10
0,165,947.000000,1,15,-5
0,166,1091.000000,-1,0,-5
0,167,950.000000,-1,-5,5
0,168,1085.000000,1,-10,-5
0,169,1329.000000,-1,-5,-15
0,170,2841.000000,1,5,-5
0,171,1172.000000,1,15,-10
0,172,922.000000,-1,-5,-10
0,173,1241.000000,1,-10,-5
0,174,1215.000000,-1,-5,10
0,175,1075.000000,1,15,5
0,176,1108.000000,1,-10,0
0,177,801.000000,1,15,5
0,178,1097.000000,1,10,0
0,179,922.000000,1,-15,5
0,180,1016.000000,-1,5,15
0,181,1212.000000,-1,-5,-15
0,182,1239.000000,-1,-10,-15
0,183,1293.000000,1,-5,-10
0,184,815.000000,1,15,-10
0,185,1109.000000,-1,-5,15
0,186,1190.000000,-1,-10,-15
0,187,889.000000,1,-15,-5
0,188,1834.000000,1,5,-10
0,189,868.000000,1,10,0
0,190,889.000000,-1,5,15
0,191,1303.000000,1,-15,0
